objectid,nomor_lokasi,nama_objek,kecamatan,kabupaten,provinsi,komoditi,status_penyelidikan,jenis_izin,bijih_terbukti,logam_terbukti,luas_wilayah,kategori_luas,license_status,durasi_izin_tahun,tanggal_berlaku_sk,tanggal_berakhir_sk,latitude,longitude,jarak_pelabuhan_km,jarak_jalan_km,jarak_smelter_km,kategori_akses_pelabuhan,produksi_tahunan_ton,produksi_aktual_harian_ton,target_produksi_harian_ton,pencapaian_pct,status_pencapaian,biaya_penambangan_per_ton,biaya_pengangkutan_per_ton,biaya_penanganan_pelabuhan_per_ton,biaya_pemrosesan_smelter_per_ton,aisc_per_ton,pct_biaya_penambangan,pct_biaya_smelter,pct_biaya_angkut,pct_biaya_pelabuhan,jenis_kontrak,pembeli_offtaker,harga_nikel_historis_per_ton,nilai_tukar_rp_usd,capex_opex,margin_kotor_per_ton,status_profitabilitas,jumlah_ekskavator,jumlah_truk_tambang,konsumsi_bbm_liter,jam_downtime,ketersediaan_fisik_pa_pct,penggunaan_ketersediaan_ua_pct,ton_per_ekskavator,ton_per_truk,jumlah_insiden,indikator_fatalitas,ltifr,trifr,kategori_k3
1582,2560000000,Nikel Wawalalindu,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,45766500,579861555,1026.0,Menengah (1000-5000 Ha),Active,20.0,2010-12-14,2030-12-14,-3.577,122.1944,61052.76,62.81,51449.15,Jauh (>150 km),1692368,2470,2550,96.86,Hampir Tercapai,284385,139737,77992,667789,1169903,24.3,57.1,11.9,6.7,FOB Motorship,PT IWIP,289811652,16033,OPEX,288641749,Profitable,18,55,16628,20.7,87.08,78.97,94020.0,30770.0,0,Ya,0.38,1.26,Kritis
1419,1409000000,Nikel Lamonae 2,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,558113000,69187965,3119.0,Menengah (1000-5000 Ha),Active,12.4,2017-08-01,2029-12-13,-3.2295,122.2549,47707.19,834.21,20046.42,Jauh (>150 km),955925,2582,2672,96.63,Hampir Tercapai,230706,70279,57349,787908,1146242,20.1,68.7,6.1,5.0,Spot Contract,PT IMIP,263505080,15813,CAPEX,262358838,Profitable,15,37,9756,9.1,96.08,77.86,63728.0,25836.0,1,Tidak,0.18,1.17,Aman
1305,289000000,Nikel Tambakua,LANGGIKIMIA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,63400000,770763,3119.0,Menengah (1000-5000 Ha),Active,12.4,2017-08-01,2029-12-13,-3.304,122.155,54890.17,8.78,30996.87,Jauh (>150 km),1404257,5191,5491,94.54,Hampir Tercapai,351048,130827,56808,403033,941716,37.3,42.8,13.9,6.0,Spot Contract,PT IMIP,287218196,15711,CAPEX,286276480,Profitable,13,69,6489,15.2,92.59,87.5,108020.0,20352.0,0,Tidak,0.32,0.47,Perlu Perhatian
1347,357000000,Nikel Latou,BATU PUTIH,KOLAKA UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,7281000,9428895,955.0,Kecil (<1000 Ha),Active,10.0,2021-06-21,2031-06-21,-3.074,121.102,3722.75,65.14,63602.57,Jauh (>150 km),546226,4760,4587,103.77,Tercapai,249270,115998,37337,713888,1116493,22.3,63.9,10.4,3.3,FOB Motorship,PT IMIP,294104187,15500,CAPEX,292987694,Profitable,24,50,9349,24.7,94.56,89.51,22759.0,10925.0,0,Ya,0.26,0.42,Kritis
1614,2796000000,Nikel Lameruru 1,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,22651.0,Besar (>5000 Ha),Active,10.4,2020-05-04,2030-09-16,-3.2574,122.3033,52058.88,94.2,2334.02,Jauh (>150 km),1021248,2760,2713,101.73,Tercapai,359905,64096,69686,598728,1092415,32.9,54.8,5.9,6.4,CIF,PT Vale Indonesia,250238704,15836,CAPEX,249146289,Profitable,20,44,9788,47.6,88.85,87.46,51062.0,23210.0,0,Tidak,0.13,0.74,Aman
1409,1394000000,Nikel Lamonae 1,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,103.0,Kecil (<1000 Ha),Active,20.0,2011-07-12,2031-07-12,-3.28,122.241,52909.97,24.26,2576.54,Jauh (>150 km),1155076,4935,5384,91.66,Hampir Tercapai,368414,122481,46814,787037,1324746,27.8,59.4,9.2,3.5,FOB Motorship,PT Aneka Tambang,339270607,15854,CAPEX,337945861,Profitable,22,53,6835,22.0,89.83,73.85,52503.0,21794.0,2,Tidak,0.07,2.12,Perlu Perhatian
1463,1931000000,Nikel Lameruru 2,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,467.0,Kecil (<1000 Ha),Active,20.0,2011-07-13,2031-07-13,-3.277,122.245,52656.11,385.33,25382.76,Jauh (>150 km),1974107,3618,3447,104.96,Tercapai,337817,69647,34593,631307,1073364,31.5,58.8,6.5,3.2,CIF,PT IMIP,302788995,16032,OPEX,301715631,Profitable,24,62,4495,39.7,90.26,74.42,82254.0,31840.0,2,Tidak,0.06,0.54,Aman
1310,297000000,Nikel Blok A Tolala,TOLALA,KOLAKA UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,2100.0,Menengah (1000-5000 Ha),Active,20.0,2009-07-17,2029-07-16,-2.833,121.083,10527.25,56.18,4383.27,Jauh (>150 km),821877,3563,3453,103.19,Tercapai,266040,109942,79382,735254,1190618,22.3,61.8,9.2,6.7,FOB Motorship,PT GNI,253630567,15894,CAPEX,252439949,Profitable,29,45,23819,29.3,94.88,83.12,28341.0,18264.0,1,Tidak,0.05,0.72,Aman
1511,2162000000,Nikel Tobimieta,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,3738.0,Menengah (1000-5000 Ha),Active,20.0,2010-08-19,2030-08-19,-3.378,122.25,63771.19,273.06,36463.1,Jauh (>150 km),914822,2996,3178,94.27,Hampir Tercapai,390581,145968,39503,466405,1042457,37.5,44.7,14.0,3.8,CIF,PT Aneka Tambang,336799192,15516,CAPEX,335756735,Profitable,26,36,14781,13.2,95.04,75.78,35185.0,25412.0,1,Tidak,0.32,1.46,Perlu Perhatian
1418,1408000000,Nikel Lamonae,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,2827.0,Menengah (1000-5000 Ha),Active,20.0,2011-03-11,2031-03-11,-3.213,122.205,45040.36,1219.85,1955.6,Jauh (>150 km),1112792,2040,1989,102.56,Tercapai,337209,145314,30811,456841,970175,34.8,47.1,15.0,3.2,FOB Motorship,PT Vale Indonesia,335516394,15811,CAPEX,334546219,Profitable,22,36,12443,19.4,87.69,84.69,50581.0,30911.0,2,Tidak,0.18,0.69,Aman
1414,1400000000,Nikel Sari Mukti,LASOLO,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,17309800,21810348,1923.0,Menengah (1000-5000 Ha),Active,12.5,2017-06-09,2029-12-22,-3.3485,122.2263,60191.05,50.95,33492.99,Jauh (>150 km),1988998,4790,5230,91.59,Hampir Tercapai,329167,137123,33891,770631,1270812,25.9,60.6,10.8,2.7,FOB Motorship,PT Vale Indonesia,251204862,15908,CAPEX,249934050,Profitable,27,64,23528,34.4,97.24,81.33,73667.0,31078.0,0,Tidak,0.11,0.58,Aman
1588,2566000000,Nikel Blok II Lelewawo,BATU PUTIH,KOLAKA UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,3500000,3675,210.0,Kecil (<1000 Ha),Active,9.7,2021-07-23,2031-04-12,-3.0244,121.0566,31556.97,25.65,61643.89,Jauh (>150 km),1780104,1530,1457,105.01,Tercapai,371281,99406,52625,610584,1133896,32.7,53.8,8.8,4.6,Spot Contract,PT GNI,266317815,15773,CAPEX,265183919,Profitable,19,38,8718,35.3,86.57,81.02,93690.0,46845.0,1,Tidak,0.35,1.5,Perlu Perhatian
1615,2797000000,Nikel Labokeo,LAEYA,KONAWE SELATAN,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,1185.0,Menengah (1000-5000 Ha),Active,10.0,2019-10-09,2029-10-09,-4.3608,122.4877,10113.68,174.77,1794.05,Jauh (>150 km),552039,2114,2114,100.0,Tercapai,376293,105953,35145,623337,1140728,33.0,54.6,9.3,3.1,FOB Motorship,PT IMIP,286379416,15736,CAPEX,285238688,Profitable,29,57,12460,24.6,96.65,86.57,19036.0,9685.0,2,Tidak,0.34,1.05,Perlu Perhatian
1610,2792000000,Nikel Lawaki Jaya,TOLALA,KOLAKA UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,71070910,87061864750,404.0,Kecil (<1000 Ha),Active,20.0,2013-03-15,2033-03-15,-2.8389,121.0671,10671.58,249.33,45594.19,Jauh (>150 km),850909,2335,2341,99.74,Hampir Tercapai,215548,80027,72132,467991,835698,25.8,56.0,9.6,8.6,Spot Contract,PT IMIP,300724863,15945,OPEX,299889165,Profitable,25,48,21780,15.3,86.31,84.21,34036.0,17727.0,2,Tidak,0.27,1.64,Aman
1490,2141000000,Nikel Blok I Watudemba,PALANGGA,KONAWE SELATAN,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,674300,7788165,705.0,Kecil (<1000 Ha),Active,20.0,2011-10-27,2031-10-27,-4.398,122.358,12226.71,535.31,6382.41,Jauh (>150 km),1732511,2325,2545,91.36,Hampir Tercapai,376309,142095,55622,490692,1064718,35.3,46.1,13.3,5.2,FOB Motorship,PT IWIP,322576327,15836,OPEX,321511609,Profitable,23,62,17272,37.5,88.44,70.53,75327.0,27944.0,0,Tidak,0.47,2.3,Perlu Perhatian
1491,2142000000,Nikel Blok II Kiaea,PALANGGA,KONAWE SELATAN,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,4264400,49552328,705.0,Kecil (<1000 Ha),Active,20.0,2011-10-27,2031-10-27,-4.397,122.369,11198.52,143.03,6635.4,Jauh (>150 km),587454,2007,1940,103.45,Tercapai,353004,97723,46195,727290,1224212,28.8,59.4,8.0,3.8,Spot Contract,PT Vale Indonesia,292433642,15874,CAPEX,291209430,Profitable,28,37,12383,12.6,96.0,70.99,20981.0,15877.0,2,Tidak,0.19,0.55,Aman
1492,2143000000,Nikel Blok IV Amondo,PALANGGA SELATAN,KONAWE SELATAN,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,5787600,79405872,705.0,Kecil (<1000 Ha),Active,20.0,2011-10-27,2031-10-27,-4.411,122.359,11558.7,368.3,4950.14,Jauh (>150 km),1783506,1332,1473,90.43,Hampir Tercapai,241304,127162,30157,521331,919954,26.2,56.7,13.8,3.3,FOB Motorship,PT IWIP,311171750,15755,OPEX,310251796,Profitable,20,66,9372,47.2,87.33,82.03,89175.0,27023.0,1,Tidak,0.42,2.3,Perlu Perhatian
1503,2154000000,Nikel Bintaro,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,132002360,157581306120,407.0,Kecil (<1000 Ha),Active,,,2029-11-22,-3.287,122.265,54159.84,3.29,263.36,Jauh (>150 km),922075,3911,4178,93.61,Hampir Tercapai,261533,85966,53989,633664,1035152,25.3,61.2,8.3,5.2,Spot Contract,PT Aneka Tambang,251012933,15652,OPEX,249977781,Profitable,24,59,4737,13.5,90.38,79.72,38420.0,15628.0,2,Tidak,0.04,2.28,Perlu Perhatian
1515,2165000000,Nikel Boedingi,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,11847040,15093128960,28492.0,Besar (>5000 Ha),Active,17.8,2014-12-08,2032-10-08,-3.418,122.3813,65025.32,438.1,42628.42,Jauh (>150 km),1876478,4952,5374,92.15,Hampir Tercapai,350533,124042,37565,526613,1038753,33.7,50.7,11.9,3.6,FOB Motorship,PT Aneka Tambang,315853921,15785,OPEX,314815168,Profitable,15,50,5786,9.8,90.85,75.2,125099.0,37530.0,0,Tidak,0.37,2.11,Perlu Perhatian
1592,2570000000,Nikel Lamkema,KABAENA SELATAN,BOMBANA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,5151560,7717036880,2128.0,Menengah (1000-5000 Ha),Active,10.0,2020-10-07,2030-10-06,-5.3318,121.894,1342.03,3952.49,4951.12,Jauh (>150 km),940390,1930,1899,101.63,Tercapai,243324,72441,78902,505379,900046,27.0,56.2,8.0,8.8,Spot Contract,PT GNI,341539693,16027,CAPEX,340639647,Profitable,29,42,7400,27.4,88.19,78.37,32427.0,22390.0,1,Tidak,0.49,1.65,Perlu Perhatian
1504,2155000000,Nikel Marombo 1,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,21000000,39900,1032.0,Menengah (1000-5000 Ha),Active,20.0,2011-08-23,2031-08-23,-3.39,122.258,65219.16,522.01,37744.07,Jauh (>150 km),1151475,2431,2615,92.96,Hampir Tercapai,290482,123379,44554,466408,924823,31.4,50.4,13.3,4.8,FOB Motorship,PT IWIP,302620810,15831,OPEX,301695987,Profitable,22,69,20519,28.4,94.23,85.16,52340.0,16688.0,2,Tidak,0.42,1.63,Perlu Perhatian
1420,1410000000,Nikel Lamonae 3,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,470.0,Kecil (<1000 Ha),Active,20.0,2010-07-14,2030-07-14,-3.233,122.206,47252.13,881.95,2158.66,Jauh (>150 km),1492874,3602,3475,103.65,Tercapai,337780,54596,53743,771839,1217958,27.7,63.4,4.5,4.4,FOB Motorship,PT Aneka Tambang,295492522,15888,CAPEX,294274564,Profitable,25,45,17424,27.9,96.07,86.53,59715.0,33175.0,0,Tidak,0.29,1.67,Aman
1517,2167000000,Nikel Osu Ranonuwue,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,2379.0,Menengah (1000-5000 Ha),Active,20.0,2011-07-12,2031-07-12,-3.363,122.215,61657.73,1149.24,3527.8,Jauh (>150 km),689421,5194,5202,99.85,Hampir Tercapai,330097,60481,30931,776024,1197533,27.6,64.8,5.1,2.6,FOB Motorship,PT IMIP,279711833,15568,CAPEX,278514300,Profitable,19,52,13102,24.7,96.37,81.22,36285.0,13258.0,2,Tidak,0.31,1.79,Perlu Perhatian
1417,1407000000,Nikel Routa 1,ROUTA,KONAWE,SULAWESI TENGGARA,Nikel,EKSPLORASI,IUP,0,0,5053.0,Besar (>5000 Ha),Active,20.0,2012-12-08,2032-12-08,-3.024,121.705,24412.79,590.46,19801.43,Jauh (>150 km),1335548,3844,4246,90.53,Hampir Tercapai,381959,85221,36546,446074,949800,40.2,47.0,9.0,3.8,Spot Contract,PT Aneka Tambang,345426827,16043,CAPEX,344477027,Profitable,27,48,20441,49.8,89.41,77.71,49465.0,27824.0,0,Tidak,0.18,0.24,Aman
1465,1933000000,Nikel Puriala,PURIALA,KONAWE,SULAWESI TENGGARA,Nikel,EKSPLORASI,IUP,6223870,8495582550,1522.0,Menengah (1000-5000 Ha),Active,20.8,2012-02-29,2032-12-28,-4.02,122.088,24412.79,590.46,19801.43,Jauh (>150 km),1257523,4091,4541,90.09,Hampir Tercapai,222307,98203,40374,541300,902184,24.6,60.0,10.9,4.5,FOB Motorship,PT IWIP,253320318,15634,OPEX,252418134,Profitable,11,43,7376,26.9,91.9,75.41,114320.0,29245.0,2,Tidak,0.34,2.4,Perlu Perhatian
1312,299000000,Nikel Tolala,TOLALA,KOLAKA UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,2450.0,Menengah (1000-5000 Ha),Active,20.0,2009-07-17,2029-07-16,-2.91,121.1,192.44,239.69,48660.85,Jauh (>150 km),1675847,3433,3782,90.77,Hampir Tercapai,259003,121140,32586,625544,1038273,24.9,60.2,11.7,3.1,CIF,PT IWIP,278674390,16034,CAPEX,277636117,Profitable,12,49,8429,26.5,88.23,80.44,139654.0,34201.0,1,Tidak,0.39,1.55,Perlu Perhatian
1591,2569000000,Nikel Tapuhaka,KABAENA TIMUR,BOMBANA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,2335560,349866888,414.0,Kecil (<1000 Ha),Active,10.0,2023-06-22,2033-06-22,-5.3198,122.0255,2772.74,40.48,47285.2,Jauh (>150 km),1994160,3081,3109,99.1,Hampir Tercapai,396975,85905,66299,553314,1102493,36.0,50.2,7.8,6.0,Spot Contract,PT Vale Indonesia,263870805,15745,CAPEX,262768312,Profitable,20,40,12247,24.0,88.18,76.29,99708.0,49854.0,0,Tidak,0.5,2.0,Perlu Perhatian
1554,2532000000,Nikel Boenaga 1,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,60589450,76342707,175.0,Kecil (<1000 Ha),Active,20.0,2012-04-03,2032-04-03,-3.4394,122.3798,62861.29,23.32,44853.85,Jauh (>150 km),1496470,2264,2219,102.03,Tercapai,313766,51843,77270,688416,1131295,27.7,60.9,4.6,6.8,Spot Contract,PT Vale Indonesia,336627577,16005,CAPEX,335496282,Profitable,24,35,23265,8.0,87.1,81.28,62353.0,42756.0,0,Tidak,0.25,1.07,Aman
1505,2156000000,Nikel Patikala 4 Blok Utara,TOLALA,KOLAKA UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,61297840,753473042,500.0,Kecil (<1000 Ha),Active,15.0,2012-12-05,2027-12-05,-2.843,120.99,1208.2,7800.39,52655.58,Jauh (>150 km),1113779,4626,4943,93.59,Hampir Tercapai,249741,82539,79267,504092,915639,27.3,55.1,9.0,8.7,CIF,PT Vale Indonesia,298260524,15990,CAPEX,297344885,Profitable,26,45,16898,31.7,97.22,83.53,42838.0,24751.0,2,Tidak,0.03,0.23,Aman
1555,2533000000,Nikel Patikala 4 Blok Selatan,TOLALA,KOLAKA UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,81921670,10069811465,500.0,Kecil (<1000 Ha),Active,15.0,2012-12-05,2027-12-05,-2.8586,121.0002,13208.13,696.07,52753.79,Jauh (>150 km),1109580,4825,4696,102.75,Tercapai,257966,93917,43290,423539,818712,31.5,51.7,11.5,5.3,Spot Contract,PT Vale Indonesia,342238957,15915,OPEX,341420245,Profitable,18,38,21870,15.3,96.54,71.32,61643.0,29199.0,0,Tidak,0.3,1.37,Aman
1609,2791000000,Nikel Waturambaha 1,LASOLO,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,11634070,154733131,539.0,Kecil (<1000 Ha),Active,20.0,2011-08-23,2031-08-23,-3.3628,122.3032,63282.84,112.15,34898.96,Jauh (>150 km),1126938,1365,1502,90.88,Hampir Tercapai,267842,104371,69437,534773,976423,27.4,54.8,10.7,7.1,FOB Motorship,PT Vale Indonesia,316515804,16004,CAPEX,315539381,Profitable,22,49,9211,33.7,95.11,70.02,51224.0,22999.0,1,Tidak,0.06,1.37,Aman
1478,1946000000,Nikel Sopura 1,TANGGETADA,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,899650,1133559,108.0,Kecil (<1000 Ha),Active,20.0,2010-04-12,2030-04-12,-4.297,121.531,15465.64,61.38,4783.96,Jauh (>150 km),1721030,4420,4333,102.01,Tercapai,310857,114400,55203,639142,1119602,27.8,57.1,10.2,4.9,CIF,PT Vale Indonesia,305683241,15835,CAPEX,304563639,Profitable,21,65,21815,7.3,91.73,74.25,81954.0,26477.0,0,Tidak,0.12,1.21,Aman
1632,2814000000,Nikel Tapu Boedingin,LASOLO,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,4500,55125,102.0,Kecil (<1000 Ha),Active,13.8,2018-03-02,2031-12-23,-3.457,122.37,61446.17,1334.37,46459.4,Jauh (>150 km),981823,1813,1745,103.9,Tercapai,256908,74766,32292,472255,836221,30.7,56.5,8.9,3.9,FOB Motorship,PT IMIP,301747252,15966,CAPEX,300911031,Profitable,29,40,5522,49.2,91.38,87.89,33856.0,24546.0,2,Tidak,0.16,0.98,Aman
1570,2548000000,Nikel Pitulua 1,LASUSUA,KOLAKA UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,15125000,16410625,100.0,Kecil (<1000 Ha),Active,14.9,2011-07-04,2026-06-04,-3.623,120.954,24282.6,129.62,45933.55,Jauh (>150 km),750459,4499,4429,101.58,Tercapai,324372,111040,34535,726360,1196307,27.1,60.7,9.3,2.9,Spot Contract,PT GNI,270267778,15594,CAPEX,269071471,Profitable,23,35,8780,26.1,91.89,82.93,32629.0,21442.0,1,Tidak,0.37,0.77,Perlu Perhatian
1660,2863000000,Nikel Tapunggaya 6,LASOLO,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,13610280,16547020840,261.0,Kecil (<1000 Ha),Active,20.0,2011-12-23,2031-12-23,-3.457,122.37,61446.17,1334.37,46459.4,Jauh (>150 km),1001437,4809,4786,100.48,Tercapai,289053,113158,57389,404899,864499,33.4,46.8,13.1,6.6,CIF,PT IWIP,306204818,15538,CAPEX,305340319,Profitable,18,38,14983,45.4,91.98,73.44,55635.0,26354.0,2,Tidak,0.09,1.41,Aman
1631,2813000000,Nikel Tapunggaya 5,LASOLO,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,253080233,318881093580,218.0,Kecil (<1000 Ha),Active,20.0,2011-07-27,2031-07-27,-3.3867,122.363,67712.59,2263.72,38739.24,Jauh (>150 km),534068,1987,1937,102.58,Tercapai,322067,127664,51182,427010,927923,34.7,46.0,13.8,5.5,Spot Contract,PT Vale Indonesia,318524743,15798,OPEX,317596820,Profitable,29,52,5061,26.4,90.65,87.81,18416.0,10271.0,0,Tidak,0.08,1.06,Aman
1512,2163000000,Nikel Pesouha,POMALAA,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,24535600,24044888,388.0,Kecil (<1000 Ha),Active,10.0,2017-05-22,2027-05-21,-4.218,121.6348,6274.06,317.53,4980.75,Jauh (>150 km),659213,2879,3178,90.59,Hampir Tercapai,231024,102204,30419,603534,967181,23.9,62.4,10.6,3.1,FOB Motorship,PT GNI,346534378,15945,CAPEX,345567197,Profitable,12,44,22023,7.7,86.71,79.4,54934.0,14982.0,0,Tidak,0.02,2.43,Perlu Perhatian
1406,1387000000,Nikel Larui,POREHU,KOLAKA UTARA,SULAWESI TENGGARA,Nikel,EKSPLORASI,IUP,0,0,1050.0,Menengah (1000-5000 Ha),Active,15.0,2012-12-05,2027-12-05,-2.902,121.153,24412.79,590.46,19801.43,Jauh (>150 km),635071,1774,1907,93.03,Hampir Tercapai,324709,131051,76505,604897,1137162,28.6,53.2,11.5,6.7,CIF,PT Vale Indonesia,304897806,15920,CAPEX,303760644,Profitable,29,52,22215,42.0,86.63,79.52,21899.0,12213.0,1,Tidak,0.44,0.6,Perlu Perhatian
1474,1942000000,Nikel Boenaga,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,6517990,82126674,220.0,Kecil (<1000 Ha),Active,15.1,2017-01-05,2032-02-14,-3.418,122.368,65538.86,1914.99,42225.5,Jauh (>150 km),1657328,3422,3725,91.87,Hampir Tercapai,384948,72160,66516,517953,1041577,37.0,49.7,6.9,6.4,FOB Motorship,PT GNI,343883652,15790,OPEX,342842075,Profitable,13,36,15370,34.2,97.38,88.71,127487.0,46037.0,1,Tidak,0.35,0.94,Perlu Perhatian
1583,2561000000,Nikel Blok I dan Blok II Tapunggaya,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,251.0,Kecil (<1000 Ha),Active,13.1,2019-01-29,2032-02-28,-3.5948,122.1918,59868.97,15.57,42463.57,Jauh (>150 km),1583539,5076,5203,97.56,Hampir Tercapai,227015,121170,55120,503422,906727,25.0,55.5,13.4,6.1,FOB Motorship,PT Vale Indonesia,344452966,15786,OPEX,343546239,Profitable,15,46,10421,40.2,91.27,71.19,105569.0,34425.0,2,Tidak,0.02,0.88,Aman
1516,2166000000,Nikel Lengora 1 (Blok A 11),KABAENA TENGAH,BOMBANA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,6867151,8467558235,3450.0,Menengah (1000-5000 Ha),Active,12.4,2019-08-28,2032-01-30,-5.1454,121.9669,10716.83,1735.67,27899.13,Jauh (>150 km),1545156,1751,1731,101.16,Tercapai,265488,54584,79349,427924,827345,32.1,51.7,6.6,9.6,Spot Contract,PT IMIP,302255298,15835,CAPEX,301427953,Profitable,26,49,6078,24.3,97.39,74.3,59429.0,31534.0,2,Tidak,0.01,1.45,Aman
1643,2846000000,Nikel Lengora 1 (Blok A 2),KABAENA TENGAH,BOMBANA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,108625315,14325706112,3450.0,Menengah (1000-5000 Ha),Active,12.4,2019-08-28,2032-01-30,-5.1453,121.967,10716.71,1720.17,27887.22,Jauh (>150 km),1192815,3013,3030,99.44,Hampir Tercapai,338708,60279,78556,665169,1142712,29.6,58.2,5.3,6.9,Spot Contract,PT Vale Indonesia,293927206,15977,CAPEX,292784494,Profitable,24,50,16997,33.7,87.13,81.72,49701.0,23856.0,2,Tidak,0.28,1.35,Aman
1644,2847000000,Nikel Lengora 1 (Blok A 7),KABAENA TENGAH,BOMBANA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,11738470,13094960042,3450.0,Menengah (1000-5000 Ha),Active,12.4,2019-08-28,2032-01-30,-5.1453,121.967,10716.71,1720.17,27887.22,Jauh (>150 km),1575587,5538,5389,102.76,Tercapai,323480,136472,78697,551610,1090259,29.7,50.6,12.5,7.2,CIF,PT IWIP,264270337,15962,CAPEX,263180078,Profitable,29,54,15291,43.5,92.21,73.91,54331.0,29178.0,0,Tidak,0.14,1.68,Aman
1645,2848000000,Nikel Lengora 1 (Blok AB),KABAENA TENGAH,BOMBANA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,345002,0,3450.0,Menengah (1000-5000 Ha),Active,12.4,2019-08-28,2032-01-30,-5.1453,121.967,10716.71,1720.17,27887.22,Jauh (>150 km),741907,2431,2633,92.33,Hampir Tercapai,334950,97502,42941,447470,922863,36.3,48.5,10.6,4.7,Spot Contract,PT Vale Indonesia,276851364,15560,OPEX,275928501,Profitable,24,62,19959,33.4,87.7,83.59,30913.0,11966.0,0,Tidak,0.3,2.39,Perlu Perhatian
1646,2849000000,Nikel Lengora 1 (Blok A 12),KABAENA TENGAH,BOMBANA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,3450.0,Menengah (1000-5000 Ha),Active,12.4,2019-08-28,2032-01-30,-5.1453,121.967,10716.71,1720.17,27887.22,Jauh (>150 km),1850932,1962,1942,101.03,Tercapai,311912,112084,74044,559935,1057975,29.5,52.9,10.6,7.0,FOB Motorship,PT GNI,337909343,15827,CAPEX,336851368,Profitable,22,51,16653,20.6,88.29,74.28,84133.0,36293.0,2,Tidak,0.22,0.86,Aman
