Kecamatan,Kabupaten,Nama objek,Nomor Lokasi Keterdapatan,Komoditi,Kode Unsur,Kelompok Mineral Logam,Lokasi Keterdapatan,Provinsi,Status Penyelidikan Mineral Logam,Bijih Terbukti (Ton),Logam Terbukti (Ton),keterangan,acuan,objectid,longitude,latitude,Jenis Izin,Lokasi Tambang,Luas Wilayah,Tanggal Berakhir SK,Tanggal Berlaku SK,Mine_port(meter),Mine_road(meter),Mine_Smelter(meter),Produksi Tahunan (ton),Target Produksi Harian (ton),Produksi Aktual Harian (ton),Pencapaian (%),Jumlah Ekskavator,Jumlah Truk Tambang,Ketersediaan Fisik (PA) %,Penggunaan Ketersediaan (UA) %,Jam Downtime,Konsumsi BBM (Liter),Biaya Penambangan per Ton (Rp),Biaya Pengangkutan per Ton (Rp),Biaya Penanganan Pelabuhan per Ton (Rp),Biaya Pemrosesan Smelter per Ton (Rp),AISC per Ton (Rp),CAPEX / OPEX,TRIFR,LTIFR,Jumlah Insiden,Indikator Fatalitas,Harga Nikel Historis (Rp/Ton),Nilai Tukar (Rp/USD),Pembeli / Offtaker,Jenis Kontrak,License_Duration_Years,License_Status
Molawe,Konawe Utara,Nikel Morombo 1,1945000000,Nikel,Ni,Logam Besi dan Paduan Besi,Morombo 1,Sulawesi Tenggara,Operasi Produksi,18160890,22540480410,"Blok Yudistira dan Blok Olivin, kadar Ni 1,55% s.d. 1,80%","PT Elit Kharisma Utama, Laporan RKAB Tahun 2020",1477,122.235,-3.379,IUP,"Kec. Langgikima dan Lasolo, Konawe Utara",4961.0,2030-08-19,2010-08-19,63654416.0,26204.0,36715552.0,1206644,4807,5012,104.26,10,50,97.39,74.17,7.8,13740,289478,139305,69377,460720,958880,CAPEX,1.35,0.16,1,Tidak,308514782,15948,PT IWIP,CIF,20.013698630136986,Active
Lasusua,Kolaka Utara,Nikel Blok PT FBS,2942000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok PT FBS,Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 2,05% - 2,33%, Kadar Fe 20,99% - 22,84%","PT Fatwa Bumi Sejahtera, Laporan RKAB Tahun 2022",1662,120.9152,-3.563,IUP,"Desa Pitulua, Kecamatan Lasusua",101.0,2017-01-26,2012-01-27,16779411.0,1314046.0,53293769.0,1782620,5056,4640,91.77,22,39,85.93,85.03,13.8,8997,340914,62617,55084,706713,1165328,OPEX,0.28,0.04,1,Ya,336373589,15627,PT GNI,CIF,5.002739726027397,Expired
Wawonii Tengah,Konawe Kepulauan,Nikel Latambaga,2525000000,Nikel,Ni,Logam Besi dan Paduan Besi,Latambaga,Sulawesi Tenggara,Eksplorasi,0,0,Blok Utara,"PT Gema Kreasi Perdana, Assesment Report 2018",1547,123.021,-4.086,IUP,"Kec. Wawonii Barat dan tengah, Kab. Konawe",958.0,2028-11-14,2010-01-10,24412793.0,590464.0,19801427.0,1347854,2028,2084,102.76,28,36,86.79,72.38,30.6,10078,269212,51101,61617,540771,922701,OPEX,1.77,0.47,0,Tidak,309643246,15894,PT IWIP,Spot Contract,18.85753424657534,Active
Wawonii Tenggara,Konawe Kepulauan,Nikel Roko roko,1254000000,Nikel,Ni,Logam Besi dan Paduan Besi,Roko roko,Sulawesi Tenggara,Operasi Produksi,25000000,21630,"Blok Arwana, Blok Elang, dan Blok Anoa","PT Gema Kreasi Perdana, Laporan RKAB Tahun 2022",1384,123.117,-4.217,IUP,"Kecamatan Wawonii Tenggara, Kabupaten Konawe Kepulauan, Provinsi Sulawesi Tenggara",8509.0,2028-11-14,2008-11-14,25951204.0,3171198.0,58233737.0,618796,4461,4441,99.55,23,67,88.96,71.72,46.1,8036,233571,104815,43475,643353,1025214,OPEX,2.39,0.22,2,Tidak,262551145,15911,PT Aneka Tambang,FOB Motorship,20.013698630136986,Active
Palangga Selatan,Konawe Selatan,Nikel Watumbohuti 1,1415000000,Nikel,Ni,Logam Besi dan Paduan Besi,Watumbohuti 1,Sulawesi Tenggara,Operasi Produksi,9950690,118413211,"Kadar Ni 1,7%","PT Generasi Agung Perkasa, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1424,122.407,-4.409,IUP,Parasi dan sekitarnya Palangga Selatan,584.0,2028-11-12,2018-11-12,6935458.0,566137.0,7613095.0,1647498,2135,1961,91.85,18,68,92.19,73.53,29.2,20717,293530,67860,76458,626316,1064164,CAPEX,2.11,0.34,0,Tidak,281469991,15917,PT Aneka Tambang,CIF,10.008219178082191,Active
Laeya,Konawe Selatan,Nikel Sangi sangi,1417000000,Nikel,Ni,Logam Besi dan Paduan Besi,Sangi sangi,Sulawesi Tenggara,Eksplorasi,16175080,16983834,"Blok Selatan, Blok Tengah, Blok Utara","PT Gerbang Multi Sejahtera, Laporan RKAB Tahun 2020",1426,122.459,-4.424,IUP,Desa Wia-Wia Kec. Laonti,230162.0,2038-07-30,2018-07-30,24412793.0,590464.0,19801427.0,1361900,2905,2871,98.83,18,60,86.26,73.51,33.2,8446,213645,109399,79155,620487,1022686,CAPEX,0.84,0.42,0,Tidak,318931514,15687,PT Vale Indonesia,FOB Motorship,20.013698630136986,Active
Tinanggea,Konawe Selatan,Nikel Blok Selatan Ngapaaha,2179000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Selatan Ngapaaha,Sulawesi Tenggara,Operasi Produksi,69546720,85194732,"Ironcap, limonit dan saprolit, kadar Ni > 0,6% (sumber daya) dan Ni > 1,1% (cadangan)","PT Ifishdeco, Laporan RKAB Tahun 2020",1529,122.1768,-4.396,IUP,Ngapaaha,800.0,2028-09-08,2010-09-08,31584754.0,461116.0,2462904.0,1452077,3857,3868,100.29,16,38,96.0,86.46,14.1,23059,233942,140390,79050,565363,1018745,OPEX,0.32,0.5,1,Tidak,283031788,15715,PT Aneka Tambang,CIF,18.013698630136986,Active
Tinanggea,Konawe Selatan,Nikel Blok Utara Ngapaaha,1157000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Utara Ngapaaha,Sulawesi Tenggara,Operasi Produksi,74998550,77693579250,Iron Cap-Limonit-Saprolit,"PT Ifishdeco, Ringkasan Eksekutif Laporan JORC Cadangan Tahun 2018 dan laporan RKAB Tahun 2020",1367,122.179,-4.382,IUP,Ngapaaha,800.0,2028-09-08,2010-09-08,31659183.0,1331176.0,301623.0,1348059,4351,3924,90.19,12,45,93.02,77.97,41.0,15315,284141,83713,66856,593326,1028036,OPEX,2.36,0.08,2,Tidak,308639095,15728,PT IWIP,CIF,18.013698630136986,Active
Langgikima,Konawe Utara,Nikel Lameruru,2554000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lameruru,Sulawesi Tenggara,Operasi Produksi,11000000,10844,"Blok Bitti, Mangrove dan Ulin, kadar Ni 1,58% - 1,83%","PT Indra Bakti Mustika, Annual Report Tahun 2021",1576,122.29,-3.2491,IUP,"Kec. Langgikima, Kab. Konawe Utara",576.0,2034-01-17,2014-03-17,5075746.0,68356.0,22242415.0,1330369,4985,4826,96.81,21,36,92.05,89.81,32.8,20857,359314,104949,32117,729564,1225944,OPEX,2.36,0.4,0,Tidak,319404501,15969,PT GNI,CIF,19.852054794520548,Active
Laeya,Konawe Selatan,Nikel Wonua Kongga,2152000000,Nikel,Ni,Logam Besi dan Paduan Besi,Wonua Kongga,Sulawesi Tenggara,Operasi Produksi,41691950,6262619,"Blok 1 dan Blok 2, kadar Ni 1,5% s.d. 2%","PT Integra Mining Nusantara, Laporan RKAB Tahun 2022",1501,122.491,-4.435,IUP,"Desa Wonua Kongga, Kec. Laeya",100.0,2029-01-11,2010-01-11,4012861.0,36222.0,1509124.0,635849,1583,1621,102.4,21,36,87.15,72.74,43.9,17364,356283,118169,48322,786019,1308793,OPEX,1.42,0.44,0,Tidak,282916780,15995,PT IMIP,Spot Contract,19.013698630136986,Active
Palangga Selatan,Konawe Selatan,Nikel Wotumbohuti,1414000000,Nikel,Ni,Logam Besi dan Paduan Besi,Wotumbohuti,Sulawesi Tenggara,Operasi Produksi,10877410,13248685380,"Kadar Ni > 1,24% dan > 1,74%","PT Jagad Rayatama, Laporan RKAB Tahun 2020",1423,122.3912,-4.3925,IUP,"Desa Watumbohoti, Palngga Selatan, Konawe Selatan, Sulawesi Tenggara",1670.0,2027-01-27,2017-01-27,9443261.0,5039.0,7974312.0,1338810,2205,2082,94.42,10,43,88.29,83.07,47.7,9586,252140,65003,52246,502688,872077,OPEX,1.68,0.02,1,Tidak,314741082,15727,PT IMIP,CIF,10.005479452054795,Active
Molawe,Konawe Utara,Nikel Wawalalindu,2560000000,Nikel,Ni,Logam Besi dan Paduan Besi,Mandiodo 2,Sulawesi Tenggara,Operasi Produksi,45766500,579861555,"Kadar Ni 1,2% s.d. 1,81%","PT Kabaena Kromit Prathama, Laporan RKAB Tahun 2020",1582,122.1944,-3.577,IUP,"Kec. Molawe, Kab. Konawe Utara",1026.0,2030-12-14,2010-12-14,61052763.0,62809.0,51449155.0,1692368,2550,2470,96.86,18,55,87.08,78.97,20.7,16628,284385,139737,77992,667789,1169903,OPEX,1.26,0.38,0,Ya,289811652,16033,PT IWIP,FOB Motorship,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Lamonae 2,1409000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 2,Sulawesi Tenggara,Operasi Produksi,558113000,69187965,"Blok K1, Blok K2 dan Blok E, kadar Ni 1,5% dan 1,8%","PT Karyatama Konawe Utara, Laporan RKAB Tahun 2020 (Tabulasi Ditjen Minerba)",1419,122.2549,-3.2295,IUP,"Kec. Asera, Konawe Utara",3119.0,2029-12-13,2017-08-01,47707193.0,834209.0,20046419.0,955925,2672,2582,96.63,15,37,96.08,77.86,9.1,9756,230706,70279,57349,787908,1146242,CAPEX,1.17,0.18,1,Tidak,263505080,15813,PT IMIP,Spot Contract,12.375342465753425,Active
Langgikimia,Konawe Utara,Nikel Tambakua,289000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tambakua,Sulawesi Tenggara,Operasi Produksi,63400000,770763,"Kadar Ni 0,98% - 2,1%","PT Karyatama Konawe Utara, Laporan RKAB Tahun 2022 (tabulasi Ditjen Minerba)",1305,122.155,-3.304,IUP,"Kec. Asera, Konawe Utara",3119.0,2029-12-13,2017-08-01,54890174.0,8781.0,30996868.0,1404257,5491,5191,94.54,13,69,92.59,87.5,15.2,6489,351048,130827,56808,403033,941716,CAPEX,0.47,0.32,0,Tidak,287218196,15711,PT IMIP,Spot Contract,12.375342465753425,Active
Batu Putih,Kolaka Utara,Nikel Latou,357000000,Nikel,Ni,Logam Besi dan Paduan Besi,Latou,Sulawesi Tenggara,Operasi Produksi,7281000,9428895,"Kadar Ni 1,3% - 1,9%","PT Kasmar Tiar Raya, Laporan RKAB Tahun 2020",1347,121.102,-3.074,IUP,Kec. Batu Putih,955.0,2031-06-21,2021-06-21,3722749.0,65135.0,63602566.0,546226,4587,4760,103.77,24,50,94.56,89.51,24.7,9349,249270,115998,37337,713888,1116493,CAPEX,0.42,0.26,0,Ya,294104187,15500,PT IMIP,FOB Motorship,10.005479452054795,Active
Langgikima,Konawe Utara,Nikel Lameruru 1,2796000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lameruru 1,Sulawesi Tenggara,Operasi Produksi,0,0,Tidak ada data kadar Ni,"PT Kelompok Delapan Indonesia, Laporan RKAB Tahun 2020",1614,122.3033,-3.2574,IUP,"Kecamatan Langgikima, Konawe Utara",22651.0,2030-09-16,2020-05-04,52058882.0,94199.0,2334018.0,1021248,2713,2760,101.73,20,44,88.85,87.46,47.6,9788,359905,64096,69686,598728,1092415,CAPEX,0.74,0.13,0,Tidak,250238704,15836,PT Vale Indonesia,CIF,10.375342465753425,Active
Langgikima,Konawe Utara,Nikel Lamonae 1,1394000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 1,Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 1,4%","PT Kembar Emas Sultra, 2013",1409,122.241,-3.28,IUP,Kecamatan Langgikima Kabupaten Konawe Utara,103.0,2031-07-12,2011-07-12,52909971.0,24262.0,2576542.0,1155076,5384,4935,91.66,22,53,89.83,73.85,22.0,6835,368414,122481,46814,787037,1324746,CAPEX,2.12,0.07,2,Tidak,339270607,15854,PT Aneka Tambang,FOB Motorship,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Lameruru 2,1931000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lameruru 2,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Kembar Emas Sultra, 2013",1463,122.245,-3.277,IUP,Kec. Langgikima Kabupaten Konawe Utara,467.0,2031-07-13,2011-07-13,52656109.0,385335.0,25382759.0,1974107,3447,3618,104.96,24,62,90.26,74.42,39.7,4495,337817,69647,34593,631307,1073364,OPEX,0.54,0.06,2,Tidak,302788995,16032,PT IMIP,CIF,20.013698630136986,Active
Tolala,Kolaka Utara,Nikel Blok A Tolala,297000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok A Tolala,Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 0,8% - 2,1%","PT Kolaka Mineral Resources, 2015",1310,121.083,-2.833,IUP,"Desa Lawaki Jayaatikala, Tolala",2100.0,2029-07-16,2009-07-17,10527254.0,56184.0,4383275.0,821877,3453,3563,103.19,29,45,94.88,83.12,29.3,23819,266040,109942,79382,735254,1190618,CAPEX,0.72,0.05,1,Tidak,253630567,15894,PT GNI,FOB Motorship,20.01095890410959,Active
Molawe,Konawe Utara,Nikel Tobimieta,2162000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tobimieta,Sulawesi Tenggara,Operasi Produksi,0,0,"Blok A Saprolit, Blok B Limonit, SOA Saprolit","PT Konawe Nikel Nusantara, Laporan RKAB Tahun 2022",1511,122.25,-3.378,IUP,"Kec. lasolo, Konawe Utara",3738.0,2030-08-19,2010-08-19,63771193.0,273063.0,36463099.0,914822,3178,2996,94.27,26,36,95.04,75.78,13.2,14781,390581,145968,39503,466405,1042457,CAPEX,1.46,0.32,1,Tidak,336799192,15516,PT Aneka Tambang,CIF,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Lamonae,1408000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Konutara Prima, 2013",1418,122.205,-3.213,IUP,Kec. Langgikima & Wiwirano,2827.0,2031-03-11,2011-03-11,45040357.0,1219845.0,1955604.0,1112792,1989,2040,102.56,22,36,87.69,84.69,19.4,12443,337209,145314,30811,456841,970175,CAPEX,0.69,0.18,2,Tidak,335516394,15811,PT Vale Indonesia,FOB Motorship,20.013698630136986,Active
Lasolo,Konawe Utara,Nikel Sari Mukti,1400000000,Nikel,Ni,Logam Besi dan Paduan Besi,Sari Mukti,Sulawesi Tenggara,Operasi Produksi,17309800,21810348,"D Saprolite (Pit 6, 7, 8, 9, 10, dan 11)","PT Konutara Sejati, Laporan RKAB Tahun 2020 (tabulasi Ditjen Minerba)",1414,122.2263,-3.3485,IUP,"Kec. Langgikima, Konawe Utara",1923.0,2029-12-22,2017-06-09,60191054.0,50945.0,33492992.0,1988998,5230,4790,91.59,27,64,97.24,81.33,34.4,23528,329167,137123,33891,770631,1270812,CAPEX,0.58,0.11,0,Tidak,251204862,15908,PT Vale Indonesia,FOB Motorship,12.545205479452054,Active
Batu Putih,Kolaka Utara,Nikel Blok II Lelewawo,2566000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok II Lelewawo,Sulawesi Tenggara,Operasi Produksi,3500000,3675,"Kadar Ni 1,5%","PT Kurnia Mining Resources, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1588,121.0566,-3.0244,IUP,Kec Batu Putih,210.0,2031-04-12,2021-07-23,31556969.0,25652.0,61643893.0,1780104,1457,1530,105.01,19,38,86.57,81.02,35.3,8718,371281,99406,52625,610584,1133896,CAPEX,1.5,0.35,1,Tidak,266317815,15773,PT GNI,Spot Contract,9.726027397260275,Active
Laeya,Konawe Selatan,Nikel Labokeo,2797000000,Nikel,Ni,Logam Besi dan Paduan Besi,Labokeo,Sulawesi Tenggara,Operasi Produksi,0,0,"Blok A dan Blok B, kadar Ni 1,5% dan 1,8%","PT Laeya Cipta Guna, Laporan RKAB Tahun 2020",1615,122.4877,-4.3608,IUP,"Desa Labokeo, Kec. Laeya, Konawe",1185.0,2029-10-09,2019-10-09,10113683.0,174774.0,1794049.0,552039,2114,2114,100.0,29,57,96.65,86.57,24.6,12460,376293,105953,35145,623337,1140728,CAPEX,1.05,0.34,2,Tidak,286379416,15736,PT IMIP,FOB Motorship,10.008219178082191,Active
Tolala,Kolaka Utara,Nikel Lawaki Jaya,2792000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lawaki Jaya,Sulawesi Tenggara,Operasi Produksi,71070910,87061864750,"Blok I, kadar Ni 1,65% s.d. 1,75%","PT Lawaki Tiar Raya, Laporan Revisi RKAB Tahun 2020",1610,121.0671,-2.8389,IUP,"Desa Lawaki Jaya, Kecamatan Tolala, Kabupaten Kolaka Utara, Provinsi Sulawesi Tenggara",404.0,2033-03-15,2013-03-15,10671575.0,249328.0,45594187.0,850909,2341,2335,99.74,25,48,86.31,84.21,15.3,21780,215548,80027,72132,467991,835698,OPEX,1.64,0.27,2,Tidak,300724863,15945,PT IMIP,Spot Contract,20.013698630136986,Active
Palangga,Konawe Selatan,Nikel Blok I Watudemba,2141000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok I Watudemba,Sulawesi Tenggara,Operasi Produksi,674300,7788165,"Kadar Ni 1,45% s.d. 1,82%","PT Macika Mada Madana, Laporan RKAB Tahun 2020",1490,122.358,-4.398,IUP,"Kec Palangga, Konawe Selatan",705.0,2031-10-27,2011-10-27,12226712.0,535313.0,6382409.0,1732511,2545,2325,91.36,23,62,88.44,70.53,37.5,17272,376309,142095,55622,490692,1064718,OPEX,2.3,0.47,0,Tidak,322576327,15836,PT IWIP,FOB Motorship,20.013698630136986,Active
Palangga,Konawe Selatan,Nikel Blok II Kiaea,2142000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok II Kiaea,Sulawesi Tenggara,Operasi Produksi,4264400,49552328,"Kadar Ni 1,66% s.d. 1,89%","PT Macika Mada Madana, Laporan RKAB Tahun 2020",1491,122.369,-4.397,IUP,"Kec Palangga, Konawe Selatan",705.0,2031-10-27,2011-10-27,11198521.0,143033.0,6635396.0,587454,1940,2007,103.45,28,37,96.0,70.99,12.6,12383,353004,97723,46195,727290,1224212,CAPEX,0.55,0.19,2,Tidak,292433642,15874,PT Vale Indonesia,Spot Contract,20.013698630136986,Active
Palangga Selatan,Konawe Selatan,Nikel Blok IV Amondo,2143000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok IV Amondo,Sulawesi Tenggara,Operasi Produksi,5787600,79405872,"Kadar Ni 1,59% s.d. 1,96%","PT Macika Mada Madana, Laporan RKAB Tahun 2020",1492,122.359,-4.411,IUP,"Kec Palangga, Konawe Selatan",705.0,2031-10-27,2011-10-27,11558704.0,368301.0,4950139.0,1783506,1473,1332,90.43,20,66,87.33,82.03,47.2,9372,241304,127162,30157,521331,919954,OPEX,2.3,0.42,1,Tidak,311171750,15755,PT IWIP,FOB Motorship,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Bintaro,2154000000,Nikel,Ni,Logam Besi dan Paduan Besi,Bintaro,Sulawesi Tenggara,Operasi Produksi,132002360,157581306120,"Blok Bintaro, North Grogol, South Grogol, Sawit, 200 spc Sawit","PT Makmur Lestari Primatama, Laporan RKAB Tahun 2022",1503,122.265,-3.287,IUP,Kecamatan Langgikima Kab. Konawe Utara,407.0,2029-11-22,,54159842.0,3292.0,263359.0,922075,4178,3911,93.61,24,59,90.38,79.72,13.5,4737,261533,85966,53989,633664,1035152,OPEX,2.28,0.04,2,Tidak,251012933,15652,PT Aneka Tambang,Spot Contract,,Active
Molawe,Konawe Utara,Nikel Boedingi,2165000000,Nikel,Ni,Logam Besi dan Paduan Besi,Boedingi,Sulawesi Tenggara,Operasi Produksi,11847040,15093128960,"Blok Selatan (Pit 1), Blok Utara (Pit 2)","PT Manunggal Sarana Surya Pratama, Laporan RKAB Tahun 2020",1515,122.3813,-3.418,IUP,Kec. Lasolo,28492.0,2032-10-08,2014-12-08,65025315.0,438098.0,42628421.0,1876478,5374,4952,92.15,15,50,90.85,75.2,9.8,5786,350533,124042,37565,526613,1038753,OPEX,2.11,0.37,0,Tidak,315853921,15785,PT Aneka Tambang,FOB Motorship,17.846575342465755,Active
Kabaena Selatan,Bombana,Nikel Lamkema,2570000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamkema,Sulawesi Tenggara,Operasi Produksi,5151560,7717036880,"Kadar Ni 1,2% dan 1,8%","PT Margo Karya Mandiri, Laporan RKAB Tahun 2020",1592,121.894,-5.3318,IUP,Kec. Kabaena Kab. Bombana,2128.0,2030-10-06,2020-10-07,1342028.0,3952492.0,4951124.0,940390,1899,1930,101.63,29,42,88.19,78.37,27.4,7400,243324,72441,78902,505379,900046,CAPEX,1.65,0.49,1,Tidak,341539693,16027,PT GNI,Spot Contract,10.002739726027396,Active
Molawe,Konawe Utara,Nikel Marombo 1,2155000000,Nikel,Ni,Logam Besi dan Paduan Besi,Marombo 1,Sulawesi Tenggara,Operasi Produksi,21000000,39900,-,"PT Masempo Dalle, Laporan RKAB Teknis Lingkungan Tahun 2018",1504,122.258,-3.39,IUP,"Kec. Langgikima, Konut",1032.0,2031-08-23,2011-08-23,65219159.0,522006.0,37744071.0,1151475,2615,2431,92.96,22,69,94.23,85.16,28.4,20519,290482,123379,44554,466408,924823,OPEX,1.63,0.42,2,Tidak,302620810,15831,PT IWIP,FOB Motorship,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Lamonae 3,1410000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 3,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Meta Mineral Pradana, 2013",1420,122.206,-3.233,IUP,Kec Wiwirano,470.0,2030-07-14,2010-07-14,47252125.0,881945.0,2158659.0,1492874,3475,3602,103.65,25,45,96.07,86.53,27.9,17424,337780,54596,53743,771839,1217958,CAPEX,1.67,0.29,0,Tidak,295492522,15888,PT Aneka Tambang,FOB Motorship,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Osu Ranonuwue,2167000000,Nikel,Ni,Logam Besi dan Paduan Besi,Osu Ranonuwue,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Mitra Utama Resources, Laporan RKAB Tahun 2018",1517,122.215,-3.363,IUP,"Kec. Langgikima, Konawe Utara",2379.0,2031-07-12,2011-07-12,61657726.0,1149236.0,3527795.0,689421,5202,5194,99.85,19,52,96.37,81.22,24.7,13102,330097,60481,30931,776024,1197533,CAPEX,1.79,0.31,2,Tidak,279711833,15568,PT IMIP,FOB Motorship,20.013698630136986,Active
Routa,Konawe,Nikel Routa 1,1407000000,Nikel,Ni,Logam Besi dan Paduan Besi,Routa 1,Sulawesi Tenggara,Eksplorasi,0,0,-,"PT Modern Cahaya Makmur, 2015",1417,121.705,-3.024,IUP,"Kec. Routa, Konawe",5053.0,2032-12-08,2012-12-08,24412793.0,590464.0,19801427.0,1335548,4246,3844,90.53,27,48,89.41,77.71,49.8,20441,381959,85221,36546,446074,949800,CAPEX,0.24,0.18,0,Tidak,345426827,16043,PT Aneka Tambang,Spot Contract,20.013698630136986,Active
Puriala,Konawe,Nikel Puriala,1933000000,Nikel,Ni,Logam Besi dan Paduan Besi,Puriala,Sulawesi Tenggara,Eksplorasi,6223870,8495582550,-,"PT Modern Cahaya Makmur, Laporan RKAB Tahun 2019",1465,122.088,-4.02,IUP,"Kec. Puriala, Konawe",1522.0,2032-12-28,2012-02-29,24412793.0,590464.0,19801427.0,1257523,4541,4091,90.09,11,43,91.9,75.41,26.9,7376,222307,98203,40374,541300,902184,OPEX,2.4,0.34,2,Tidak,253320318,15634,PT IWIP,FOB Motorship,20.843835616438355,Active
Tolala,Kolaka Utara,Nikel Tolala,299000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tolala,Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 0,92% - 0,95%","PT Mulia Makmur Perkasa, 2010",1312,121.1,-2.91,IUP,"Desa Patikala, Tolala Kec Tolala",2450.0,2029-07-16,2009-07-17,192439.0,239695.0,48660854.0,1675847,3782,3433,90.77,12,49,88.23,80.44,26.5,8429,259003,121140,32586,625544,1038273,CAPEX,1.55,0.39,1,Tidak,278674390,16034,PT IWIP,CIF,20.01095890410959,Active
Kabaena Timur,Bombana,Nikel Tapuhaka,2569000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tapuhaka,Sulawesi Tenggara,Operasi Produksi,2335560,349866888,"Kadar Ni 1,6% dan 2,11%","PT Narayana Lambale Selaras, Laporan RKAB Tahun 2020",1591,122.0255,-5.3198,IUP,"Kabupaten Bombana, Kecamatan Kabaena Timur",414.0,2033-06-22,2023-06-22,2772735.0,40481.0,47285203.0,1994160,3109,3081,99.1,20,40,88.18,76.29,24.0,12247,396975,85905,66299,553314,1102493,CAPEX,2.0,0.5,0,Tidak,263870805,15745,PT Vale Indonesia,Spot Contract,10.008219178082191,Active
Molawe,Konawe Utara,Nikel Boenaga 1,2532000000,Nikel,Ni,Logam Besi dan Paduan Besi,Boenaga 1,Sulawesi Tenggara,Operasi Produksi,60589450,76342707,"4 blok, kadar Ni 1,4% s.d. 2%","PT Paramitha Persada Tama, Laporan RKAB Tahun 2020",1554,122.3798,-3.4394,IUP,Kec. Lasolo,175.0,2032-04-03,2012-04-03,62861294.0,23323.0,44853851.0,1496470,2219,2264,102.03,24,35,87.1,81.28,8.0,23265,313766,51843,77270,688416,1131295,CAPEX,1.07,0.25,0,Tidak,336627577,16005,PT Vale Indonesia,Spot Contract,20.013698630136986,Active
Tolala,Kolaka Utara,Nikel Patikala 4 Blok Utara,2156000000,Nikel,Ni,Logam Besi dan Paduan Besi,Patikala 4 Blok Utara,Sulawesi Tenggara,Operasi Produksi,61297840,753473042,Ironcap-Limonit-Saprolit,"PT Patrindo Jaya Makmur, Laporan RKAB Tahun 2020",1505,120.99,-2.843,IUP,"Desa Patikala, Kecamatan Tolala",500.0,2027-12-05,2012-12-05,1208204.0,7800388.0,52655578.0,1113779,4943,4626,93.59,26,45,97.22,83.53,31.7,16898,249741,82539,79267,504092,915639,CAPEX,0.23,0.03,2,Tidak,298260524,15990,PT Vale Indonesia,CIF,15.008219178082191,Active
Tolala,Kolaka Utara,Nikel Patikala 4 Blok Selatan,2533000000,Nikel,Ni,Logam Besi dan Paduan Besi,Patikala 4 Blok Selatan,Sulawesi Tenggara,Operasi Produksi,81921670,10069811465,"Laterit dimulai dari ironcap sampai rocky sparolit dengan kadar Ni 0,6% s.d. 2,6%","PT Patrindo Jaya Makmur, Laporan RKAB Tahun 2020",1555,121.0002,-2.8586,IUP,"Desa Patikala, Kecamatan Tolala",500.0,2027-12-05,2012-12-05,13208129.0,696067.0,52753795.0,1109580,4696,4825,102.75,18,38,96.54,71.32,15.3,21870,257966,93917,43290,423539,818712,OPEX,1.37,0.3,0,Tidak,342238957,15915,PT Vale Indonesia,Spot Contract,15.008219178082191,Active
